08-06-2023 | R$3200.00 | R$3200.00 | R$3411.00 | R$3411.00 |  R$211.00 | 106.59%
08-06-2023 | R$3200.00 | R$3942400.00 | R$3411.00 | R$4202352.00 |  R$259952.00 | 106.59%
08-06-2023 | R$3200.00 | R$3945600.00 | R$3411.00 | R$4205763.00 |  R$260163.00 | 106.59%
08-06-2023 | R$3200.00 | R$3948800.00 | R$3411.00 | R$4209174.00 |  R$260374.00 | 106.59%
08-06-2023 | R$3200.00 | R$3952000.00 | R$3411.00 | R$4212585.00 |  R$260585.00 | 106.59%
08-06-2023 | R$3200.00 | R$3955200.00 | R$3411.00 | R$4215996.00 |  R$260796.00 | 106.59%
08-06-2023 | R$3200.00 | R$3958400.00 | R$3411.00 | R$4219407.00 |  R$261007.00 | 106.59%
08-06-2023 | R$3200.00 | R$3961600.00 | R$3411.00 | R$4222818.00 |  R$261218.00 | 106.59%
08-06-2023 | R$3200.00 | R$3964800.00 | R$3411.00 | R$4226229.00 |  R$261429.00 | 106.59%
08-06-2023 | R$3200.00 | R$3968000.00 | R$3411.00 | R$4229640.00 |  R$261640.00 | 106.59%
08-06-2023 | R$3200.00 | R$3971200.00 | R$3411.00 | R$4233051.00 |  R$261851.00 | 106.59%
08-06-2023 | R$3200.00 | R$3974400.00 | R$3411.00 | R$4236462.00 |  R$262062.00 | 106.59%
08-06-2023 | R$3200.00 | R$3977600.00 | R$3411.00 | R$4239873.00 |  R$262273.00 | 106.59%
08-06-2023 | R$3200.00 | R$3980800.00 | R$3411.00 | R$4243284.00 |  R$262484.00 | 106.59%
08-06-2023 | R$3200.00 | R$3984000.00 | R$3411.00 | R$4246695.00 |  R$262695.00 | 106.59%
08-06-2023 | R$3200.00 | R$3987200.00 | R$3411.00 | R$4250106.00 |  R$262906.00 | 106.59%
08-06-2023 | R$3200.00 | R$3990400.00 | R$3411.00 | R$4253517.00 |  R$263117.00 | 106.59%
08-06-2023 | R$3200.00 | R$3993600.00 | R$3411.00 | R$4256928.00 |  R$263328.00 | 106.59%
08-06-2023 | R$3200.00 | R$3996800.00 | R$3411.00 | R$4260339.00 |  R$263539.00 | 106.59%
08-06-2023 | R$3200.00 | R$4000000.00 | R$3411.00 | R$4263750.00 |  R$263750.00 | 106.59%
08-06-2023 | R$3200.00 | R$4003200.00 | R$3411.00 | R$4267161.00 |  R$263961.00 | 106.59%
08-06-2023 | R$3200.00 | R$4006400.00 | R$3411.00 | R$4270572.00 |  R$264172.00 | 106.59%
08-06-2023 | R$3200.00 | R$4009600.00 | R$3411.00 | R$4273983.00 |  R$264383.00 | 106.59%
08-06-2023 | R$3200.00 | R$4012800.00 | R$3411.00 | R$4277394.00 |  R$264594.00 | 106.59%
08-06-2023 | R$3200.00 | R$4016000.00 | R$3411.00 | R$4280805.00 |  R$264805.00 | 106.59%
08-06-2023 | R$3200.00 | R$4019200.00 | R$3411.00 | R$4284216.00 |  R$265016.00 | 106.59%
08-06-2023 | R$3200.00 | R$4022400.00 | R$3411.00 | R$4287627.00 |  R$265227.00 | 106.59%
08-06-2023 | R$3200.00 | R$4025600.00 | R$3411.00 | R$4291038.00 |  R$265438.00 | 106.59%
08-06-2023 | R$3200.00 | R$4028800.00 | R$3411.00 | R$4294449.00 |  R$265649.00 | 106.59%
08-06-2023 | R$3200.00 | R$4032000.00 | R$3411.00 | R$4297860.00 |  R$265860.00 | 106.59%
08-06-2023 | R$3200.00 | R$4035200.00 | R$3411.00 | R$4301271.00 |  R$266071.00 | 106.59%
08-06-2023 | R$3200.00 | R$4038400.00 | R$3411.00 | R$4304682.00 |  R$266282.00 | 106.59%
08-06-2023 | R$3200.00 | R$4041600.00 | R$3411.00 | R$4308093.00 |  R$266493.00 | 106.59%
08-06-2023 | R$3200.00 | R$4044800.00 | R$3411.00 | R$4311504.00 |  R$266704.00 | 106.59%
08-06-2023 | R$3200.00 | R$4048000.00 | R$3411.00 | R$4314915.00 |  R$266915.00 | 106.59%
08-06-2023 | R$3200.00 | R$4051200.00 | R$3411.00 | R$4318326.00 |  R$267126.00 | 106.59%
08-06-2023 | R$3200.00 | R$4054400.00 | R$3411.00 | R$4321737.00 |  R$267337.00 | 106.59%
08-06-2023 | R$3200.00 | R$4057600.00 | R$3411.00 | R$4325148.00 |  R$267548.00 | 106.59%
08-06-2023 | R$3200.00 | R$4060800.00 | R$3411.00 | R$4328559.00 |  R$267759.00 | 106.59%
08-06-2023 | R$3200.00 | R$4064000.00 | R$3411.00 | R$4331970.00 |  R$267970.00 | 106.59%
08-06-2023 | R$3200.00 | R$4067200.00 | R$3411.00 | R$4335381.00 |  R$268181.00 | 106.59%
08-06-2023 | R$3200.00 | R$4070400.00 | R$3411.00 | R$4338792.00 |  R$268392.00 | 106.59%
08-06-2023 | R$3200.00 | R$4073600.00 | R$3411.00 | R$4342203.00 |  R$268603.00 | 106.59%
08-06-2023 | R$3200.00 | R$4076800.00 | R$3411.00 | R$4345614.00 |  R$268814.00 | 106.59%
08-06-2023 | R$3200.00 | R$4080000.00 | R$3411.00 | R$4349025.00 |  R$269025.00 | 106.59%
08-06-2023 | R$3200.00 | R$4083200.00 | R$3411.00 | R$4352436.00 |  R$269236.00 | 106.59%
08-06-2023 | R$3200.00 | R$4086400.00 | R$3411.00 | R$4355847.00 |  R$269447.00 | 106.59%
08-06-2023 | R$3200.00 | R$4089600.00 | R$3411.00 | R$4359258.00 |  R$269658.00 | 106.59%
08-06-2023 | R$3200.00 | R$4092800.00 | R$3411.00 | R$4362669.00 |  R$269869.00 | 106.59%
08-06-2023 | R$3200.00 | R$4096000.00 | R$3411.00 | R$4366080.00 |  R$270080.00 | 106.59%
08-06-2023 | R$3200.00 | R$4099200.00 | R$3411.00 | R$4369491.00 |  R$270291.00 | 106.59%
08-06-2023 | R$3200.00 | R$4102400.00 | R$3411.00 | R$4372902.00 |  R$270502.00 | 106.59%
08-06-2023 | R$3200.00 | R$4105600.00 | R$3411.00 | R$4376313.00 |  R$270713.00 | 106.59%
08-06-2023 | R$3200.00 | R$4108800.00 | R$3411.00 | R$4379724.00 |  R$270924.00 | 106.59%
08-06-2023 | R$3200.00 | R$4112000.00 | R$3411.00 | R$4383135.00 |  R$271135.00 | 106.59%
08-06-2023 | R$3200.00 | R$4115200.00 | R$3411.00 | R$4386546.00 |  R$271346.00 | 106.59%
08-06-2023 | R$3200.00 | R$4118400.00 | R$3411.00 | R$4389957.00 |  R$271557.00 | 106.59%
08-06-2023 | R$3200.00 | R$4121600.00 | R$3411.00 | R$4393368.00 |  R$271768.00 | 106.59%
08-06-2023 | R$3200.00 | R$4124800.00 | R$3411.00 | R$4396779.00 |  R$271979.00 | 106.59%
08-06-2023 | R$3200.00 | R$4128000.00 | R$3411.00 | R$4400190.00 |  R$272190.00 | 106.59%
08-06-2023 | R$3200.00 | R$4131200.00 | R$3411.00 | R$4403601.00 |  R$272401.00 | 106.59%
08-06-2023 | R$3200.00 | R$4134400.00 | R$3411.00 | R$4407012.00 |  R$272612.00 | 106.59%
08-06-2023 | R$3200.00 | R$4137600.00 | R$3411.00 | R$4410423.00 |  R$272823.00 | 106.59%
08-06-2023 | R$3200.00 | R$4140800.00 | R$3411.00 | R$4413834.00 |  R$273034.00 | 106.59%
08-06-2023 | R$3200.00 | R$4144000.00 | R$3411.00 | R$4417245.00 |  R$273245.00 | 106.59%
08-06-2023 | R$3200.00 | R$4147200.00 | R$3411.00 | R$4420656.00 |  R$273456.00 | 106.59%
08-06-2023 | R$3200.00 | R$4150400.00 | R$3411.00 | R$4424067.00 |  R$273667.00 | 106.59%
08-06-2023 | R$3200.00 | R$4153600.00 | R$3411.00 | R$4427478.00 |  R$273878.00 | 106.59%
08-06-2023 | R$3200.00 | R$4156800.00 | R$3411.00 | R$4430889.00 |  R$274089.00 | 106.59%
08-06-2023 | R$3200.00 | R$4160000.00 | R$3411.00 | R$4434300.00 |  R$274300.00 | 106.59%
08-06-2023 | R$3200.00 | R$4163200.00 | R$3411.00 | R$4437711.00 |  R$274511.00 | 106.59%
08-06-2023 | R$3200.00 | R$4166400.00 | R$3411.00 | R$4441122.00 |  R$274722.00 | 106.59%
08-06-2023 | R$3200.00 | R$4169600.00 | R$3411.00 | R$4444533.00 |  R$274933.00 | 106.59%
08-06-2023 | R$3200.00 | R$4172800.00 | R$3411.00 | R$4447944.00 |  R$275144.00 | 106.59%
08-06-2023 | R$3200.00 | R$4176000.00 | R$3411.00 | R$4451355.00 |  R$275355.00 | 106.59%
08-06-2023 | R$3200.00 | R$4179200.00 | R$3411.00 | R$4454766.00 |  R$275566.00 | 106.59%
08-06-2023 | R$3200.00 | R$4182400.00 | R$3411.00 | R$4458177.00 |  R$275777.00 | 106.59%
08-06-2023 | R$3200.00 | R$4185600.00 | R$3411.00 | R$4461588.00 |  R$275988.00 | 106.59%
08-06-2023 | R$3200.00 | R$4188800.00 | R$3411.00 | R$4464999.00 |  R$276199.00 | 106.59%
08-06-2023 | R$3200.00 | R$4192000.00 | R$3411.00 | R$4468410.00 |  R$276410.00 | 106.59%
08-06-2023 | R$3200.00 | R$4195200.00 | R$3411.00 | R$4471821.00 |  R$276621.00 | 106.59%
08-06-2023 | R$3200.00 | R$4198400.00 | R$3411.00 | R$4475232.00 |  R$276832.00 | 106.59%
08-06-2023 | R$3200.00 | R$4201600.00 | R$3411.00 | R$4478643.00 |  R$277043.00 | 106.59%
08-06-2023 | R$3200.00 | R$4204800.00 | R$3411.00 | R$4482054.00 |  R$277254.00 | 106.59%
08-06-2023 | R$3200.00 | R$4208000.00 | R$3411.00 | R$4485465.00 |  R$277465.00 | 106.59%
08-06-2023 | R$3200.00 | R$4211200.00 | R$3411.00 | R$4488876.00 |  R$277676.00 | 106.59%
08-06-2023 | R$3200.00 | R$4214400.00 | R$3411.00 | R$4492287.00 |  R$277887.00 | 106.59%
08-06-2023 | R$3200.00 | R$4217600.00 | R$3411.00 | R$4495698.00 |  R$278098.00 | 106.59%
08-06-2023 | R$3200.00 | R$4220800.00 | R$3411.00 | R$4499109.00 |  R$278309.00 | 106.59%
08-06-2023 | R$3200.00 | R$4224000.00 | R$3411.00 | R$4502520.00 |  R$278520.00 | 106.59%
08-06-2023 | R$3200.00 | R$4227200.00 | R$3411.00 | R$4505931.00 |  R$278731.00 | 106.59%
08-06-2023 | R$3200.00 | R$4230400.00 | R$3411.00 | R$4509342.00 |  R$278942.00 | 106.59%
08-06-2023 | R$3200.00 | R$4233600.00 | R$3411.00 | R$4512753.00 |  R$279153.00 | 106.59%
08-06-2023 | R$3200.00 | R$4236800.00 | R$3411.00 | R$4516164.00 |  R$279364.00 | 106.59%
08-06-2023 | R$3200.00 | R$4240000.00 | R$3411.00 | R$4519575.00 |  R$279575.00 | 106.59%
08-06-2023 | R$3200.00 | R$4243200.00 | R$3411.00 | R$4522986.00 |  R$279786.00 | 106.59%
08-06-2023 | R$3200.00 | R$4246400.00 | R$3411.00 | R$4526397.00 |  R$279997.00 | 106.59%
08-06-2023 | R$3200.00 | R$4249600.00 | R$3411.00 | R$4529808.00 |  R$280208.00 | 106.59%
08-06-2023 | R$3200.00 | R$4252800.00 | R$3411.00 | R$4533219.00 |  R$280419.00 | 106.59%
08-06-2023 | R$3200.00 | R$4256000.00 | R$3411.00 | R$4536630.00 |  R$280630.00 | 106.59%
08-06-2023 | R$3200.00 | R$4259200.00 | R$3411.00 | R$4540041.00 |  R$280841.00 | 106.59%
08-06-2023 | R$3200.00 | R$4262400.00 | R$3411.00 | R$4543452.00 |  R$281052.00 | 106.59%
08-06-2023 | R$3200.00 | R$4265600.00 | R$3411.00 | R$4546863.00 |  R$281263.00 | 106.59%
08-06-2023 | R$3200.00 | R$4268800.00 | R$3411.00 | R$4550274.00 |  R$281474.00 | 106.59%
08-06-2023 | R$3200.00 | R$4272000.00 | R$3411.00 | R$4553685.00 |  R$281685.00 | 106.59%
08-06-2023 | R$3200.00 | R$4275200.00 | R$3411.00 | R$4557096.00 |  R$281896.00 | 106.59%
08-06-2023 | R$3200.00 | R$4278400.00 | R$3411.00 | R$4560507.00 |  R$282107.00 | 106.59%
08-06-2023 | R$3200.00 | R$4281600.00 | R$3411.00 | R$4563918.00 |  R$282318.00 | 106.59%
08-06-2023 | R$3200.00 | R$4284800.00 | R$3411.00 | R$4567329.00 |  R$282529.00 | 106.59%
08-06-2023 | R$3200.00 | R$4288000.00 | R$3411.00 | R$4570740.00 |  R$282740.00 | 106.59%
08-06-2023 | R$3200.00 | R$4291200.00 | R$3411.00 | R$4574151.00 |  R$282951.00 | 106.59%
08-06-2023 | R$3200.00 | R$4294400.00 | R$3411.00 | R$4577562.00 |  R$283162.00 | 106.59%
08-06-2023 | R$3200.00 | R$4297600.00 | R$3411.00 | R$4580973.00 |  R$283373.00 | 106.59%
08-06-2023 | R$3200.00 | R$4300800.00 | R$3411.00 | R$4584384.00 |  R$283584.00 | 106.59%
08-06-2023 | R$3200.00 | R$4304000.00 | R$3411.00 | R$4587795.00 |  R$283795.00 | 106.59%
08-06-2023 | R$3200.00 | R$4307200.00 | R$3411.00 | R$4591206.00 |  R$284006.00 | 106.59%
08-06-2023 | R$3200.00 | R$4310400.00 | R$3411.00 | R$4594617.00 |  R$284217.00 | 106.59%
08-06-2023 | R$3200.00 | R$4313600.00 | R$3411.00 | R$4598028.00 |  R$284428.00 | 106.59%
08-06-2023 | R$3200.00 | R$4316800.00 | R$3411.00 | R$4601439.00 |  R$284639.00 | 106.59%
08-06-2023 | R$3200.00 | R$4320000.00 | R$3411.00 | R$4604850.00 |  R$284850.00 | 106.59%
08-06-2023 | R$3200.00 | R$4323200.00 | R$3411.00 | R$4608261.00 |  R$285061.00 | 106.59%
08-06-2023 | R$3200.00 | R$4326400.00 | R$3411.00 | R$4611672.00 |  R$285272.00 | 106.59%
08-06-2023 | R$3200.00 | R$4329600.00 | R$3411.00 | R$4615083.00 |  R$285483.00 | 106.59%
08-06-2023 | R$3200.00 | R$4332800.00 | R$3411.00 | R$4618494.00 |  R$285694.00 | 106.59%
08-06-2023 | R$3200.00 | R$4336000.00 | R$3411.00 | R$4621905.00 |  R$285905.00 | 106.59%
08-06-2023 | R$3200.00 | R$4339200.00 | R$3411.00 | R$4625316.00 |  R$286116.00 | 106.59%
08-06-2023 | R$3200.00 | R$4342400.00 | R$3411.00 | R$4628727.00 |  R$286327.00 | 106.59%
08-06-2023 | R$3200.00 | R$4345600.00 | R$3411.00 | R$4632138.00 |  R$286538.00 | 106.59%
08-06-2023 | R$3200.00 | R$4348800.00 | R$3411.00 | R$4635549.00 |  R$286749.00 | 106.59%
08-06-2023 | R$3200.00 | R$4352000.00 | R$3411.00 | R$4638960.00 |  R$286960.00 | 106.59%
08-06-2023 | R$3200.00 | R$4355200.00 | R$3411.00 | R$4642371.00 |  R$287171.00 | 106.59%
08-06-2023 | R$3200.00 | R$4358400.00 | R$3411.00 | R$4645782.00 |  R$287382.00 | 106.59%
08-06-2023 | R$3200.00 | R$4361600.00 | R$3411.00 | R$4649193.00 |  R$287593.00 | 106.59%
08-06-2023 | R$3200.00 | R$4364800.00 | R$3411.00 | R$4652604.00 |  R$287804.00 | 106.59%
08-06-2023 | R$3200.00 | R$4368000.00 | R$3411.00 | R$4656015.00 |  R$288015.00 | 106.59%
08-06-2023 | R$3200.00 | R$4371200.00 | R$3411.00 | R$4659426.00 |  R$288226.00 | 106.59%
08-06-2023 | R$3200.00 | R$4374400.00 | R$3411.00 | R$4662837.00 |  R$288437.00 | 106.59%
08-06-2023 | R$3200.00 | R$4377600.00 | R$3411.00 | R$4666248.00 |  R$288648.00 | 106.59%
08-06-2023 | R$3200.00 | R$4380800.00 | R$3411.00 | R$4669659.00 |  R$288859.00 | 106.59%
08-06-2023 | R$3200.00 | R$4384000.00 | R$3411.00 | R$4673070.00 |  R$289070.00 | 106.59%
08-06-2023 | R$3200.00 | R$4387200.00 | R$3411.00 | R$4676481.00 |  R$289281.00 | 106.59%
08-06-2023 | R$3200.00 | R$4390400.00 | R$3411.00 | R$4679892.00 |  R$289492.00 | 106.59%
08-06-2023 | R$3200.00 | R$4393600.00 | R$3411.00 | R$4683303.00 |  R$289703.00 | 106.59%
08-06-2023 | R$3200.00 | R$4396800.00 | R$3411.00 | R$4686714.00 |  R$289914.00 | 106.59%
08-06-2023 | R$3200.00 | R$4400000.00 | R$3411.00 | R$4690125.00 |  R$290125.00 | 106.59%
08-06-2023 | R$3200.00 | R$4403200.00 | R$3411.00 | R$4693536.00 |  R$290336.00 | 106.59%
08-06-2023 | R$3200.00 | R$4406400.00 | R$3411.00 | R$4696947.00 |  R$290547.00 | 106.59%
08-06-2023 | R$3200.00 | R$4409600.00 | R$3411.00 | R$4700358.00 |  R$290758.00 | 106.59%
08-06-2023 | R$3200.00 | R$4412800.00 | R$3411.00 | R$4703769.00 |  R$290969.00 | 106.59%
08-06-2023 | R$3200.00 | R$4416000.00 | R$3411.00 | R$4707180.00 |  R$291180.00 | 106.59%
08-06-2023 | R$3200.00 | R$4419200.00 | R$3411.00 | R$4710591.00 |  R$291391.00 | 106.59%
08-06-2023 | R$3200.00 | R$4422400.00 | R$3411.00 | R$4714002.00 |  R$291602.00 | 106.59%
08-06-2023 | R$3200.00 | R$4425600.00 | R$3411.00 | R$4717413.00 |  R$291813.00 | 106.59%
08-06-2023 | R$3200.00 | R$4428800.00 | R$3411.00 | R$4720824.00 |  R$292024.00 | 106.59%
08-06-2023 | R$3200.00 | R$4432000.00 | R$3411.00 | R$4724235.00 |  R$292235.00 | 106.59%
08-06-2023 | R$3200.00 | R$4435200.00 | R$3411.00 | R$4727646.00 |  R$292446.00 | 106.59%
08-06-2023 | R$3200.00 | R$4438400.00 | R$3411.00 | R$4731057.00 |  R$292657.00 | 106.59%
08-06-2023 | R$3200.00 | R$4441600.00 | R$3411.00 | R$4734468.00 |  R$292868.00 | 106.59%
08-06-2023 | R$3200.00 | R$4444800.00 | R$3411.00 | R$4737879.00 |  R$293079.00 | 106.59%
08-06-2023 | R$3200.00 | R$4448000.00 | R$3411.00 | R$4741290.00 |  R$293290.00 | 106.59%
08-06-2023 | R$3200.00 | R$4451200.00 | R$3411.00 | R$4744701.00 |  R$293501.00 | 106.59%
08-06-2023 | R$3200.00 | R$4454400.00 | R$3411.00 | R$4748112.00 |  R$293712.00 | 106.59%
08-06-2023 | R$3200.00 | R$4457600.00 | R$3411.00 | R$4751523.00 |  R$293923.00 | 106.59%
08-06-2023 | R$3200.00 | R$4460800.00 | R$3411.00 | R$4754934.00 |  R$294134.00 | 106.59%
08-06-2023 | R$3200.00 | R$4464000.00 | R$3411.00 | R$4758345.00 |  R$294345.00 | 106.59%
08-06-2023 | R$3200.00 | R$4467200.00 | R$3411.00 | R$4761756.00 |  R$294556.00 | 106.59%
08-06-2023 | R$3200.00 | R$4470400.00 | R$3411.00 | R$4765167.00 |  R$294767.00 | 106.59%
08-06-2023 | R$3200.00 | R$4473600.00 | R$3411.00 | R$4768578.00 |  R$294978.00 | 106.59%
08-06-2023 | R$3200.00 | R$4476800.00 | R$3411.00 | R$4771989.00 |  R$295189.00 | 106.59%
08-06-2023 | R$3200.00 | R$4480000.00 | R$3411.00 | R$4775400.00 |  R$295400.00 | 106.59%
08-06-2023 | R$3200.00 | R$4483200.00 | R$3411.00 | R$4778811.00 |  R$295611.00 | 106.59%
08-06-2023 | R$3200.00 | R$4486400.00 | R$3411.00 | R$4782222.00 |  R$295822.00 | 106.59%
08-06-2023 | R$3200.00 | R$4489600.00 | R$3411.00 | R$4785633.00 |  R$296033.00 | 106.59%
08-06-2023 | R$3200.00 | R$4492800.00 | R$3411.00 | R$4789044.00 |  R$296244.00 | 106.59%
